order_id,order_date,ship_date,customer_id,segment,city,state,region,category,product_name,sales,quantity,discount,profit,unit_price,latitude,longitude,year,month,quarter,month_name,profit_margin
ORD-11252,2020-05-25,2020-05-26,CUST-57307,Home Office,Chicago,IL,Central,Furniture,Filing Cabinets,3649.86,7,0.3,446.7,744.87,41.648,-87.5663,2020,5,2,May,0.1224
ORD-11257,2021-06-28,2021-07-03,CUST-22729,Home Office,Nashville,TN,South,Office Supplies,Pens,20.61,2,0.05,6.56,10.85,36.8135,-87.1363,2021,6,2,Jun,0.3183
ORD-11262,2021-01-23,2021-01-25,CUST-64419,Corporate,Jacksonville,FL,East,Technology,Cameras,10225.19,17,0.4,-864.12,1002.47,30.5201,-81.5259,2021,1,1,Jan,-0.0845
ORD-11267,2022-07-28,2022-08-03,CUST-54238,Home Office,Jacksonville,FL,East,Office Supplies,Sticky Notes,207.54,14,0.2,47.89,18.53,30.2911,-81.6369,2022,7,3,Jul,0.2308
ORD-11272,2021-10-07,2021-10-12,CUST-41551,Corporate,Phoenix,AZ,West,Office Supplies,Tape,490.78,11,0.15,133.81,52.49,33.7392,-111.4068,2021,10,4,Oct,0.2726
ORD-11277,2022-07-15,2022-07-19,CUST-27705,Corporate,Denver,CO,West,Office Supplies,Binders,342.42,13,0.0,127.42,26.34,39.3291,-105.0065,2022,7,3,Jul,0.3721
ORD-11279,2021-10-06,2021-10-07,CUST-22358,Consumer,Chicago,IL,Central,Furniture,Filing Cabinets,1906.56,9,0.5,55.26,423.68,41.6089,-87.1583,2021,10,4,Oct,0.029
ORD-11283,2021-06-26,2021-06-29,CUST-84588,Consumer,Baltimore,MD,East,Furniture,Bookshelves,2159.45,19,0.5,-34.8,227.31,39.1239,-76.4393,2021,6,2,Jun,-0.0161
ORD-11288,2020-12-20,2020-12-24,CUST-60010,Corporate,Las Vegas,NV,West,Technology,Keyboards,23527.7,19,0.0,7091.72,1238.3,36.0563,-115.2011,2020,12,4,Dec,0.3014
ORD-11289,2022-05-03,2022-05-10,CUST-93084,Corporate,New York,NY,East,Furniture,Conference Tables,409.14,4,0.5,-52.81,204.57,40.4056,-74.2048,2022,5,2,May,-0.1291
ORD-11293,2021-10-15,2021-10-20,CUST-68407,Consumer,Atlanta,GA,South,Furniture,Rugs,7920.15,19,0.0,1891.36,416.85,33.7602,-84.621,2021,10,4,Oct,0.2388
ORD-11296,2020-10-30,2020-11-01,CUST-21151,Corporate,Philadelphia,PA,East,Furniture,Sofas,4136.09,11,0.2,627.4,470.01,39.4832,-75.0607,2020,10,4,Oct,0.1517
ORD-11301,2022-09-11,2022-09-16,CUST-42275,Consumer,New Orleans,LA,South,Furniture,Bookshelves,1862.81,7,0.5,-108.65,532.23,29.3519,-89.9578,2022,9,3,Sep,-0.0583
ORD-11304,2023-11-03,2023-11-08,CUST-55157,Corporate,Los Angeles,CA,West,Furniture,Standing Desks,993.11,3,0.05,319.17,348.46,33.6871,-117.7382,2023,11,4,Nov,0.3214
ORD-11306,2022-06-24,2022-06-29,CUST-21247,Home Office,Boston,MA,East,Technology,Keyboards,2926.85,5,0.15,354.01,688.67,42.1485,-71.0767,2022,6,2,Jun,0.121
ORD-11310,2020-10-29,2020-11-05,CUST-12981,Home Office,Jacksonville,FL,East,Technology,Monitors,489.37,10,0.3,3.87,69.91,30.3528,-81.4884,2020,10,4,Oct,0.0079
ORD-11311,2021-02-21,2021-02-26,CUST-59362,Consumer,Dallas,TX,Central,Office Supplies,Folders,879.41,17,0.0,311.28,51.73,32.8308,-97.2241,2021,2,1,Feb,0.354
ORD-11315,2021-02-15,2021-02-22,CUST-96556,Corporate,Boston,MA,East,Technology,Laptops,8867.2,20,0.0,1901.47,443.36,42.0888,-71.2807,2021,2,1,Feb,0.2144
ORD-11318,2020-02-09,2020-02-12,CUST-73525,Consumer,St. Louis,MO,Central,Office Supplies,Sticky Notes,1017.25,13,0.0,469.77,78.25,38.9574,-90.0173,2020,2,1,Feb,0.4618
ORD-11322,2023-02-22,2023-02-28,CUST-30578,Corporate,Philadelphia,PA,East,Technology,Cameras,75.35,1,0.3,-5.62,107.64,39.8551,-74.7961,2023,2,1,Feb,-0.0746
ORD-11325,2023-07-04,2023-07-07,CUST-60747,Corporate,Boston,MA,East,Office Supplies,Sticky Notes,205.52,8,0.0,83.66,25.69,43.0558,-70.942,2023,7,3,Jul,0.4071
ORD-11327,2021-11-30,2021-12-04,CUST-64700,Consumer,Charlotte,NC,East,Furniture,Filing Cabinets,810.75,5,0.5,-73.29,324.3,35.1373,-80.7999,2021,11,4,Nov,-0.0904
ORD-11329,2023-05-24,2023-05-27,CUST-28102,Corporate,Phoenix,AZ,West,Technology,Mice,7526.16,15,0.4,-809.99,836.24,33.6624,-111.783,2023,5,2,May,-0.1076
ORD-11334,2022-05-30,2022-06-06,CUST-79856,Consumer,St. Louis,MO,Central,Office Supplies,Folders,84.25,5,0.0,30.39,16.85,38.2306,-90.7509,2022,5,2,May,0.3607
ORD-11337,2020-03-01,2020-03-08,CUST-29917,Home Office,Philadelphia,PA,East,Furniture,Bookshelves,2685.84,11,0.3,229.37,348.81,39.619,-75.8059,2020,3,1,Mar,0.0854
ORD-11338,2023-06-07,2023-06-12,CUST-57089,Consumer,Los Angeles,CA,West,Technology,Tablets,7935.51,9,0.05,1582.57,928.13,34.7979,-118.2418,2023,6,2,Jun,0.1994
ORD-11340,2023-05-23,2023-05-27,CUST-39658,Home Office,Jacksonville,FL,East,Furniture,Bookshelves,3940.08,12,0.0,1347.21,328.34,30.3545,-81.6797,2023,5,2,May,0.3419
ORD-11345,2021-03-31,2021-04-06,CUST-74217,Corporate,Baltimore,MD,East,Technology,Printers,5629.02,7,0.3,146.09,1148.78,39.2029,-76.5298,2021,3,1,Mar,0.026
ORD-11350,2020-03-26,2020-03-31,CUST-80275,Corporate,Minneapolis,MN,Central,Technology,Mice,7112.89,13,0.5,-1165.91,1094.29,44.7796,-92.9724,2020,3,1,Mar,-0.1639
ORD-11355,2020-03-27,2020-03-29,CUST-92660,Corporate,Charlotte,NC,East,Technology,Headphones,11286.78,17,0.2,578.47,829.91,35.0033,-80.679,2020,3,1,Mar,0.0513
ORD-11360,2021-09-15,2021-09-22,CUST-28643,Corporate,Philadelphia,PA,East,Furniture,Lamps,3553.0,10,0.0,906.29,355.3,39.9585,-75.1627,2021,9,3,Sep,0.2551
ORD-11364,2022-10-22,2022-10-23,CUST-64206,Home Office,Memphis,TN,South,Furniture,Desks,4512.84,6,0.0,1598.88,752.14,35.2924,-90.0575,2022,10,4,Oct,0.3543
ORD-11365,2023-04-23,2023-04-29,CUST-21952,Corporate,Minneapolis,MN,Central,Technology,Tablets,9307.9,7,0.0,2428.32,1329.7,45.3971,-93.1027,2023,4,2,Apr,0.2609
ORD-11369,2022-12-08,2022-12-14,CUST-82134,Consumer,Jacksonville,FL,East,Furniture,Conference Tables,10151.7,13,0.0,3050.76,780.9,29.9364,-81.9695,2022,12,4,Dec,0.3005
ORD-11373,2023-09-12,2023-09-19,CUST-50378,Home Office,Atlanta,GA,South,Technology,Keyboards,1425.4,5,0.0,291.83,285.08,33.5671,-84.4461,2023,9,3,Sep,0.2047
ORD-11377,2021-01-05,2021-01-06,CUST-75225,Home Office,St. Louis,MO,Central,Furniture,Sofas,163.6,5,0.0,49.54,32.72,38.7889,-90.2211,2021,1,1,Jan,0.3028
ORD-11382,2021-05-02,2021-05-04,CUST-10861,Corporate,New Orleans,LA,South,Technology,Smartwatches,9559.18,19,0.5,-1488.12,1006.23,29.9693,-90.6626,2021,5,2,May,-0.1557
ORD-11384,2023-02-15,2023-02-22,CUST-14250,Home Office,Phoenix,AZ,West,Furniture,Wardrobes,1009.12,7,0.0,255.34,144.16,33.4068,-112.4329,2023,2,1,Feb,0.253
ORD-11389,2022-05-03,2022-05-05,CUST-83685,Consumer,Houston,TX,Central,Technology,Laptops,3073.59,6,0.5,-461.05,1024.53,30.2192,-95.0044,2022,5,2,May,-0.15
ORD-11394,2020-03-14,2020-03-15,CUST-18509,Corporate,Denver,CO,West,Office Supplies,Envelopes,532.16,10,0.2,122.04,66.52,40.1872,-104.9354,2020,3,1,Mar,0.2293
ORD-11395,2021-07-16,2021-07-19,CUST-84890,Home Office,Minneapolis,MN,Central,Technology,Smartphones,11049.15,17,0.0,2244.59,649.95,44.796,-93.3607,2021,7,3,Jul,0.2031
ORD-11398,2021-08-11,2021-08-15,CUST-27001,Home Office,Baltimore,MD,East,Office Supplies,Envelopes,481.4,20,0.5,-9.34,48.14,39.3411,-76.5618,2021,8,3,Aug,-0.0194
ORD-11402,2021-01-03,2021-01-08,CUST-91980,Corporate,New Orleans,LA,South,Office Supplies,Tape,40.96,8,0.0,16.39,5.12,30.0811,-89.7128,2021,1,1,Jan,0.4001
ORD-11405,2022-04-27,2022-04-28,CUST-43347,Corporate,Jacksonville,FL,East,Technology,Smartwatches,5820.55,11,0.05,1324.05,556.99,29.8845,-82.4162,2022,4,2,Apr,0.2275
ORD-11410,2021-10-25,2021-11-01,CUST-13816,Home Office,Boston,MA,East,Furniture,Rugs,143.31,1,0.5,-7.64,286.63,41.9499,-71.1274,2021,10,4,Oct,-0.0533
ORD-11413,2022-09-08,2022-09-12,CUST-70616,Home Office,San Francisco,CA,West,Furniture,Conference Tables,480.9,2,0.4,-37.75,400.75,37.2294,-122.2576,2022,9,3,Sep,-0.0785
ORD-11416,2023-03-03,2023-03-09,CUST-18678,Corporate,Memphis,TN,South,Technology,Cameras,7994.34,11,0.15,1102.88,855.01,34.977,-90.8273,2023,3,1,Mar,0.138
ORD-11419,2023-07-07,2023-07-12,CUST-14145,Corporate,Seattle,WA,West,Technology,Keyboards,4740.77,6,0.1,534.23,877.92,47.7275,-122.7737,2023,7,3,Jul,0.1127
ORD-11421,2022-01-31,2022-02-04,CUST-22137,Consumer,Minneapolis,MN,Central,Technology,Headphones,3634.0,10,0.0,832.8,363.4,44.9754,-93.0962,2022,1,1,Jan,0.2292
ORD-11423,2020-11-11,2020-11-13,CUST-22878,Home Office,New Orleans,LA,South,Technology,Headphones,12989.67,11,0.15,1376.63,1389.27,29.6581,-89.711,2020,11,4,Nov,0.106
ORD-11424,2022-03-04,2022-03-10,CUST-53684,Corporate,San Francisco,CA,West,Office Supplies,Pens,70.55,17,0.5,-0.56,8.3,37.7618,-122.7,2022,3,1,Mar,-0.0079
ORD-11426,2021-10-01,2021-10-02,CUST-47560,Home Office,Atlanta,GA,South,Technology,Cameras,20754.25,19,0.05,3275.77,1149.82,33.4846,-84.4419,2021,10,4,Oct,0.1578
ORD-11431,2020-08-28,2020-08-31,CUST-23418,Home Office,Kansas City,MO,Central,Furniture,Lamps,354.39,5,0.4,23.24,118.13,38.6884,-95.0641,2020,8,3,Aug,0.0656
ORD-11436,2021-07-09,2021-07-11,CUST-68149,Corporate,Phoenix,AZ,West,Furniture,Rugs,1375.98,10,0.15,348.89,161.88,33.3872,-112.2707,2021,7,3,Jul,0.2536
ORD-11441,2020-04-13,2020-04-14,CUST-92505,Home Office,Philadelphia,PA,East,Technology,Headphones,832.06,13,0.5,-106.51,128.01,39.7683,-74.6122,2020,4,2,Apr,-0.128
ORD-11443,2021-02-09,2021-02-15,CUST-22178,Corporate,New Orleans,LA,South,Furniture,Sofas,6664.86,18,0.5,-440.57,740.54,29.8036,-89.4228,2021,2,1,Feb,-0.0661
ORD-11446,2023-08-12,2023-08-18,CUST-57638,Home Office,Atlanta,GA,South,Furniture,Sofas,5696.55,15,0.5,-742.18,759.54,33.9726,-84.3002,2023,8,3,Aug,-0.1303
ORD-11449,2022-07-17,2022-07-21,CUST-55693,Corporate,Miami,FL,South,Office Supplies,Sticky Notes,40.9,1,0.0,19.02,40.9,26.2385,-80.1804,2022,7,3,Jul,0.465
ORD-11454,2020-08-07,2020-08-10,CUST-64190,Home Office,Phoenix,AZ,West,Technology,Mice,14280.48,18,0.2,318.87,991.7,33.588,-112.2733,2020,8,3,Aug,0.0223
ORD-11459,2022-09-14,2022-09-18,CUST-54852,Consumer,Phoenix,AZ,West,Technology,Cameras,1305.7,3,0.2,209.79,544.04,33.491,-112.1796,2022,9,3,Sep,0.1607
ORD-11463,2023-12-28,2024-01-02,CUST-33091,Home Office,San Francisco,CA,West,Office Supplies,Notebooks,470.4,16,0.0,192.5,29.4,37.3659,-122.7115,2023,12,4,Dec,0.4092
ORD-11464,2023-11-04,2023-11-11,CUST-38522,Consumer,Minneapolis,MN,Central,Technology,Smartwatches,23369.0,20,0.0,6543.8,1168.45,44.7829,-93.5841,2023,11,4,Nov,0.28
ORD-11466,2023-09-15,2023-09-17,CUST-99327,Consumer,Phoenix,AZ,West,Office Supplies,Pens,688.85,15,0.05,266.47,48.34,33.8057,-111.8543,2023,9,3,Sep,0.3868
ORD-11469,2021-12-06,2021-12-07,CUST-18180,Corporate,Houston,TX,Central,Office Supplies,Binders,670.89,19,0.0,301.77,35.31,29.533,-95.7965,2021,12,4,Dec,0.4498
ORD-11474,2023-02-20,2023-02-27,CUST-61677,Home Office,Kansas City,MO,Central,Technology,Laptops,2006.98,12,0.2,271.08,209.06,39.0032,-94.6552,2023,2,1,Feb,0.1351
ORD-11477,2022-06-10,2022-06-15,CUST-64687,Corporate,St. Louis,MO,Central,Furniture,Standing Desks,2215.64,7,0.2,457.33,395.65,38.7969,-90.0632,2022,6,2,Jun,0.2064
ORD-11478,2020-01-24,2020-01-25,CUST-27985,Consumer,Seattle,WA,West,Office Supplies,Staplers,54.34,1,0.0,27.62,54.34,47.4169,-122.0516,2020,1,1,Jan,0.5083
ORD-11480,2023-06-30,2023-07-02,CUST-34352,Corporate,Austin,TX,South,Office Supplies,Envelopes,494.06,15,0.15,139.75,38.75,30.3506,-97.2815,2023,6,2,Jun,0.2829
ORD-11481,2021-04-29,2021-05-05,CUST-84468,Corporate,New Orleans,LA,South,Technology,Smartwatches,7486.97,17,0.0,1837.24,440.41,30.1115,-89.7482,2021,4,2,Apr,0.2454
ORD-11485,2022-09-13,2022-09-19,CUST-77757,Home Office,Memphis,TN,South,Furniture,Desks,1601.37,3,0.1,323.08,593.1,34.8982,-90.3634,2022,9,3,Sep,0.2018
ORD-11486,2022-08-25,2022-08-31,CUST-55029,Consumer,Charlotte,NC,East,Office Supplies,Notebooks,72.7,3,0.5,-7.15,48.47,35.8469,-81.171,2022,8,3,Aug,-0.0983
ORD-11488,2023-03-21,2023-03-27,CUST-14630,Corporate,Baltimore,MD,East,Furniture,Rugs,7619.53,11,0.1,1592.0,769.65,39.207,-76.5178,2023,3,1,Mar,0.2089
ORD-11489,2023-07-12,2023-07-16,CUST-47593,Consumer,St. Louis,MO,Central,Office Supplies,Binders,753.16,19,0.5,30.72,79.28,38.8881,-90.3749,2023,7,3,Jul,0.0408
ORD-11494,2021-07-23,2021-07-26,CUST-32886,Consumer,Atlanta,GA,South,Technology,Cameras,4714.55,5,0.0,997.81,942.91,33.8348,-84.4646,2021,7,3,Jul,0.2116
ORD-11495,2021-06-19,2021-06-26,CUST-29014,Consumer,Las Vegas,NV,West,Furniture,Conference Tables,4389.54,8,0.15,1142.89,645.52,36.3173,-114.9195,2021,6,2,Jun,0.2604
ORD-11496,2023-09-15,2023-09-19,CUST-16884,Consumer,Denver,CO,West,Furniture,Standing Desks,3215.48,6,0.1,813.98,595.46,40.092,-104.9257,2023,9,3,Sep,0.2531
ORD-11498,2022-09-02,2022-09-08,CUST-79526,Corporate,Denver,CO,West,Furniture,Lamps,9012.06,18,0.1,1398.3,556.3,39.8599,-105.1754,2022,9,3,Sep,0.1552
ORD-11502,2023-10-21,2023-10-24,CUST-90017,Corporate,Atlanta,GA,South,Furniture,Lamps,889.83,17,0.15,136.65,61.58,33.9259,-84.0185,2023,10,4,Oct,0.1536
ORD-11504,2021-06-06,2021-06-12,CUST-78151,Consumer,Houston,TX,Central,Furniture,Sofas,5940.64,19,0.5,-587.75,625.33,29.8526,-94.8593,2021,6,2,Jun,-0.0989
ORD-11508,2023-01-26,2023-01-27,CUST-56073,Corporate,St. Louis,MO,Central,Office Supplies,Staplers,12.33,1,0.0,5.08,12.33,39.4105,-90.0303,2023,1,1,Jan,0.412
ORD-11513,2020-03-10,2020-03-11,CUST-93634,Consumer,Las Vegas,NV,West,Furniture,Sofas,14300.35,20,0.05,2459.11,752.65,36.396,-115.0257,2020,3,1,Mar,0.172
ORD-11516,2020-09-23,2020-09-27,CUST-48609,Home Office,Jacksonville,FL,East,Technology,Smartphones,23078.16,19,0.0,6565.45,1214.64,30.532,-81.6915,2020,9,3,Sep,0.2845
ORD-11520,2022-05-24,2022-05-30,CUST-60933,Corporate,Memphis,TN,South,Technology,Headphones,4654.54,11,0.0,739.07,423.14,35.0873,-90.3052,2022,5,2,May,0.1588
ORD-11521,2022-06-21,2022-06-22,CUST-28857,Consumer,Chicago,IL,Central,Furniture,Sofas,2066.62,16,0.3,64.01,184.52,42.0266,-87.149,2022,6,2,Jun,0.031
ORD-11522,2021-06-14,2021-06-15,CUST-75234,Corporate,Miami,FL,South,Office Supplies,Notebooks,33.31,2,0.3,5.99,23.79,25.4112,-80.0566,2021,6,2,Jun,0.1798
ORD-11527,2023-09-23,2023-09-27,CUST-74314,Consumer,Las Vegas,NV,West,Office Supplies,Pens,309.15,9,0.0,142.16,34.35,35.9871,-115.1802,2023,9,3,Sep,0.4598
ORD-11532,2021-04-07,2021-04-08,CUST-57044,Home Office,Austin,TX,South,Furniture,Desks,4288.96,13,0.5,-425.75,659.84,30.0345,-97.5455,2021,4,2,Apr,-0.0993
ORD-11535,2023-07-18,2023-07-24,CUST-94907,Consumer,St. Louis,MO,Central,Furniture,Standing Desks,1442.85,3,0.3,77.85,687.07,38.7559,-90.4662,2023,7,3,Jul,0.054
ORD-11539,2023-09-15,2023-09-17,CUST-21123,Corporate,San Francisco,CA,West,Office Supplies,Pens,444.55,10,0.15,114.75,52.3,37.9867,-122.5318,2023,9,3,Sep,0.2581
ORD-11543,2021-01-30,2021-01-31,CUST-79984,Consumer,Memphis,TN,South,Technology,Tablets,6768.18,19,0.1,1531.97,395.8,35.0301,-89.9826,2021,1,1,Jan,0.2263
ORD-11547,2021-11-22,2021-11-29,CUST-98877,Consumer,Atlanta,GA,South,Technology,Keyboards,765.59,2,0.4,-40.86,637.99,33.3245,-84.9182,2021,11,4,Nov,-0.0534
ORD-11548,2020-03-16,2020-03-22,CUST-41808,Consumer,Las Vegas,NV,West,Office Supplies,Paper Reams,182.6,5,0.5,-13.93,73.04,36.5488,-115.3056,2020,3,1,Mar,-0.0763
ORD-11549,2020-07-18,2020-07-22,CUST-75161,Corporate,Los Angeles,CA,West,Technology,Laptops,5950.0,20,0.0,2070.06,297.5,33.8807,-118.1846,2020,7,3,Jul,0.3479
ORD-11551,2023-10-21,2023-10-25,CUST-15975,Corporate,Los Angeles,CA,West,Technology,Mice,2105.25,11,0.15,372.85,225.16,34.6518,-117.6215,2023,10,4,Oct,0.1771
ORD-11556,2020-10-16,2020-10-23,CUST-15334,Corporate,Seattle,WA,West,Technology,Smartphones,3905.81,14,0.05,939.03,293.67,47.9172,-122.1522,2020,10,4,Oct,0.2404
ORD-11559,2020-11-19,2020-11-20,CUST-64555,Corporate,Los Angeles,CA,West,Office Supplies,Envelopes,595.68,16,0.5,23.18,74.46,33.8846,-118.4855,2020,11,4,Nov,0.0389
ORD-11564,2023-08-03,2023-08-06,CUST-33593,Consumer,Memphis,TN,South,Technology,Monitors,11952.87,17,0.0,2627.61,703.11,35.0989,-90.186,2023,8,3,Aug,0.2198
ORD-11569,2022-05-07,2022-05-08,CUST-57435,Corporate,New Orleans,LA,South,Technology,Printers,7050.24,18,0.0,1796.54,391.68,30.2366,-90.0435,2022,5,2,May,0.2548
ORD-11573,2020-04-18,2020-04-20,CUST-33111,Corporate,Denver,CO,West,Office Supplies,Paper Reams,217.39,4,0.3,50.84,77.64,39.3975,-105.0381,2020,4,2,Apr,0.2339
ORD-11574,2022-01-15,2022-01-18,CUST-23686,Home Office,Las Vegas,NV,West,Technology,Laptops,3333.32,7,0.3,-186.14,680.27,35.61,-115.1648,2022,1,1,Jan,-0.0558
ORD-11577,2022-09-20,2022-09-25,CUST-64927,Consumer,Charlotte,NC,East,Technology,Tablets,305.5,4,0.5,-56.85,152.75,35.684,-80.6508,2022,9,3,Sep,-0.1861
ORD-11579,2020-08-13,2020-08-16,CUST-19637,Consumer,Las Vegas,NV,West,Office Supplies,Sticky Notes,449.54,8,0.2,84.87,70.24,36.7262,-114.7737,2020,8,3,Aug,0.1888
ORD-11582,2020-10-23,2020-10-25,CUST-45349,Corporate,New Orleans,LA,South,Furniture,Office Chairs,6236.56,20,0.05,1803.02,328.24,29.8821,-90.3578,2020,10,4,Oct,0.2891
ORD-11585,2023-03-10,2023-03-11,CUST-38816,Home Office,Seattle,WA,West,Technology,Laptops,2231.37,9,0.0,449.37,247.93,47.9366,-121.7646,2023,3,1,Mar,0.2014
ORD-11590,2023-03-29,2023-04-03,CUST-72061,Consumer,Kansas City,MO,Central,Technology,Smartwatches,1332.96,8,0.05,342.79,175.39,38.9533,-94.9159,2023,3,1,Mar,0.2572
ORD-11595,2021-05-20,2021-05-22,CUST-10665,Home Office,Nashville,TN,South,Technology,Mice,7476.26,11,0.0,1697.44,679.66,35.6395,-86.683,2021,5,2,May,0.227
ORD-11599,2022-10-29,2022-10-30,CUST-74918,Home Office,Atlanta,GA,South,Technology,Headphones,11481.82,14,0.0,2441.26,820.13,33.6102,-84.8684,2022,10,4,Oct,0.2126
ORD-11603,2022-04-12,2022-04-14,CUST-97691,Home Office,Los Angeles,CA,West,Office Supplies,Pens,399.6,5,0.0,170.1,79.92,33.8902,-118.591,2022,4,2,Apr,0.4257
ORD-11606,2023-04-10,2023-04-11,CUST-92157,Home Office,Dallas,TX,Central,Office Supplies,Tape,866.1,15,0.0,222.06,57.74,32.7717,-96.2683,2023,4,2,Apr,0.2564
ORD-11611,2020-05-24,2020-05-28,CUST-85396,Home Office,Memphis,TN,South,Office Supplies,Pens,338.08,11,0.5,28.08,61.47,35.0129,-90.2307,2020,5,2,May,0.0831
ORD-11612,2020-04-22,2020-04-27,CUST-57916,Corporate,Las Vegas,NV,West,Technology,Smartwatches,8025.42,12,0.5,-1256.47,1337.57,35.8705,-115.0495,2020,4,2,Apr,-0.1566
ORD-11617,2020-05-17,2020-05-22,CUST-37498,Home Office,Dallas,TX,Central,Office Supplies,Folders,222.8,7,0.3,44.18,45.47,33.1481,-96.83,2020,5,2,May,0.1983
ORD-11622,2023-10-25,2023-10-29,CUST-26083,Home Office,Seattle,WA,West,Furniture,Sofas,1712.18,9,0.4,-51.68,317.07,47.3466,-122.5781,2023,10,4,Oct,-0.0302
ORD-11624,2022-07-14,2022-07-19,CUST-70014,Corporate,Memphis,TN,South,Office Supplies,Folders,787.92,12,0.0,306.25,65.66,35.2602,-89.7759,2022,7,3,Jul,0.3887
ORD-11629,2020-06-06,2020-06-07,CUST-92218,Corporate,New York,NY,East,Furniture,Bookshelves,3230.47,6,0.05,710.19,566.75,41.1578,-74.0913,2020,6,2,Jun,0.2198
ORD-11630,2022-08-28,2022-08-31,CUST-40451,Consumer,Boston,MA,East,Furniture,Rugs,7369.74,14,0.0,2203.05,526.41,42.1358,-71.7873,2022,8,3,Aug,0.2989
ORD-11634,2023-08-16,2023-08-23,CUST-70031,Home Office,Minneapolis,MN,Central,Office Supplies,Sticky Notes,295.42,11,0.4,36.69,44.76,45.2011,-93.3544,2023,8,3,Aug,0.1242
ORD-11637,2021-06-16,2021-06-18,CUST-47274,Consumer,Kansas City,MO,Central,Technology,Printers,9428.16,16,0.0,2105.78,589.26,39.2548,-95.0488,2021,6,2,Jun,0.2234
ORD-11639,2023-01-01,2023-01-04,CUST-41182,Home Office,Miami,FL,South,Office Supplies,Staplers,341.76,6,0.0,127.66,56.96,26.0083,-80.5663,2023,1,1,Jan,0.3735
ORD-11642,2022-06-21,2022-06-24,CUST-29391,Consumer,New York,NY,East,Furniture,Wardrobes,4723.82,12,0.15,919.62,463.12,40.303,-73.8701,2022,6,2,Jun,0.1947
ORD-11645,2021-09-09,2021-09-10,CUST-30454,Home Office,Minneapolis,MN,Central,Office Supplies,Staplers,11.13,1,0.3,1.76,15.9,44.4955,-92.9206,2021,9,3,Sep,0.1581
ORD-11647,2023-08-18,2023-08-24,CUST-84086,Corporate,Jacksonville,FL,East,Office Supplies,Folders,379.0,10,0.5,-13.92,75.8,30.0869,-81.5898,2023,8,3,Aug,-0.0367
ORD-11649,2022-09-07,2022-09-08,CUST-68454,Home Office,Nashville,TN,South,Office Supplies,Notebooks,17.15,5,0.5,0.98,6.86,35.8653,-86.7615,2022,9,3,Sep,0.0571
ORD-11650,2023-08-06,2023-08-08,CUST-20956,Home Office,Chicago,IL,Central,Furniture,Office Chairs,11400.2,19,0.05,3208.48,631.59,42.0579,-87.5971,2023,8,3,Aug,0.2814
ORD-11654,2022-03-18,2022-03-20,CUST-29391,Home Office,Memphis,TN,South,Office Supplies,Notebooks,1030.34,16,0.15,269.59,75.76,34.9017,-90.0242,2022,3,1,Mar,0.2617
ORD-11658,2021-08-05,2021-08-08,CUST-64474,Consumer,Nashville,TN,South,Furniture,Conference Tables,4253.23,12,0.05,877.84,373.09,35.2936,-86.649,2021,8,3,Aug,0.2064
ORD-11661,2022-04-28,2022-04-30,CUST-18665,Home Office,Nashville,TN,South,Technology,Mice,10453.91,19,0.4,-572.91,917.01,35.4611,-87.0829,2022,4,2,Apr,-0.0548
ORD-11663,2021-07-13,2021-07-17,CUST-34380,Home Office,Atlanta,GA,South,Technology,Mice,5135.58,6,0.0,1288.81,855.93,34.3672,-84.3838,2021,7,3,Jul,0.251
ORD-11664,2021-09-10,2021-09-17,CUST-30188,Consumer,Nashville,TN,South,Office Supplies,Tape,755.44,19,0.0,274.68,39.76,36.1151,-86.3675,2021,9,3,Sep,0.3636
ORD-11665,2023-09-01,2023-09-07,CUST-25644,Consumer,Houston,TX,Central,Office Supplies,Tape,537.61,10,0.05,176.18,56.59,29.5202,-95.5148,2023,9,3,Sep,0.3277
ORD-11666,2022-01-10,2022-01-15,CUST-58916,Home Office,Minneapolis,MN,Central,Technology,Smartwatches,9744.9,16,0.3,-659.4,870.08,45.0168,-92.7826,2022,1,1,Jan,-0.0677
ORD-11669,2020-10-26,2020-10-29,CUST-64986,Consumer,Boston,MA,East,Technology,Smartwatches,17868.06,15,0.1,2790.17,1323.56,42.2843,-71.1475,2020,10,4,Oct,0.1562
ORD-11671,2023-08-01,2023-08-02,CUST-81265,Home Office,Chicago,IL,Central,Furniture,Sofas,4365.43,17,0.5,-777.74,513.58,42.1149,-87.6734,2023,8,3,Aug,-0.1782
ORD-11673,2023-11-04,2023-11-10,CUST-77917,Corporate,Houston,TX,Central,Office Supplies,Binders,801.0,12,0.0,313.17,66.75,30.7179,-95.2804,2023,11,4,Nov,0.391
ORD-11678,2020-11-29,2020-11-30,CUST-78898,Corporate,Houston,TX,Central,Furniture,Standing Desks,841.09,7,0.4,-48.44,200.26,29.6321,-95.0255,2020,11,4,Nov,-0.0576
ORD-11683,2020-09-25,2020-09-26,CUST-78566,Consumer,Baltimore,MD,East,Furniture,Desks,6295.63,16,0.3,413.39,562.11,38.8585,-76.3342,2020,9,3,Sep,0.0657
ORD-11685,2020-08-30,2020-09-01,CUST-27067,Consumer,Dallas,TX,Central,Office Supplies,Binders,109.95,5,0.0,40.31,21.99,33.342,-96.476,2020,8,3,Aug,0.3666
ORD-11690,2020-02-08,2020-02-15,CUST-17768,Consumer,Baltimore,MD,East,Office Supplies,Notebooks,125.66,16,0.4,7.24,13.09,39.6743,-76.5896,2020,2,1,Feb,0.0576
